DistilBERT Weight,TF-IDF Weight,Accuracy,Precision,Recall,F1,Threshold,Threshold Distance,Weight Balance Distance
0.17500000000000002,0.825,0.892,0.8815533980582524,0.906187624750499,0.8937007874015748,0.49500000000000016,0.004999999999999838,0.32499999999999996
0.2,0.8,0.891,0.8754789272030651,0.9121756487025948,0.8934506353861192,0.48000000000000015,0.01999999999999985,0.3
0.17500000000000002,0.825,0.891,0.8769230769230769,0.9101796407185628,0.8932419196865817,0.49000000000000016,0.009999999999999842,0.32499999999999996
0.2,0.8,0.891,0.8769230769230769,0.9101796407185628,0.8932419196865817,0.48500000000000015,0.014999999999999847,0.3
0.15000000000000002,0.85,0.89,0.8695652173913043,0.9181636726546906,0.8932038834951457,0.48000000000000015,0.01999999999999985,0.35
0.15000000000000002,0.85,0.892,0.8860510805500982,0.9001996007984032,0.8930693069306931,0.5000000000000002,2.220446049250313e-16,0.35
0.17500000000000002,0.825,0.89,0.8709677419354839,0.9161676646706587,0.8929961089494164,0.47500000000000014,0.024999999999999856,0.32499999999999996
0.15000000000000002,0.85,0.889,0.8665413533834586,0.9201596806387226,0.8925459825750242,0.47500000000000014,0.024999999999999856,0.35
0.15000000000000002,0.85,0.889,0.8665413533834586,0.9201596806387226,0.8925459825750242,0.47000000000000014,0.02999999999999986,0.35
0.15000000000000002,0.85,0.894,0.9072164948453608,0.8782435129740519,0.8924949290060852,0.5200000000000002,0.02000000000000024,0.35
0.275,0.725,0.893,0.8987854251012146,0.8862275449101796,0.892462311557789,0.5050000000000001,0.0050000000000001155,0.22499999999999998
0.125,0.875,0.89,0.8752399232245681,0.9101796407185628,0.8923679060665362,0.49000000000000016,0.009999999999999842,0.375
0.125,0.875,0.889,0.8679245283018868,0.9181636726546906,0.8923375363724539,0.47500000000000014,0.024999999999999856,0.375
0.17500000000000002,0.825,0.894,0.9106029106029107,0.874251497005988,0.8920570264765784,0.5250000000000001,0.025000000000000133,0.32499999999999996
0.25,0.75,0.893,0.9020408163265307,0.8822355289421158,0.8920282542885973,0.5100000000000002,0.010000000000000231,0.25
0.275,0.725,0.891,0.8858267716535433,0.8982035928143712,0.8919722497522299,0.49500000000000016,0.004999999999999838,0.22499999999999998
0.125,0.875,0.889,0.870722433460076,0.9141716566866267,0.8919182083739046,0.48500000000000015,0.014999999999999847,0.375
0.25,0.75,0.889,0.870722433460076,0.9141716566866267,0.8919182083739046,0.47500000000000014,0.024999999999999856,0.25
0.2,0.8,0.894,0.9123173277661796,0.872255489021956,0.8918367346938776,0.5250000000000001,0.025000000000000133,0.3
0.275,0.725,0.893,0.9036885245901639,0.8802395209580839,0.8918099089989889,0.5100000000000002,0.010000000000000231,0.22499999999999998
0.25,0.75,0.893,0.9036885245901639,0.8802395209580839,0.8918099089989889,0.5150000000000001,0.015000000000000124,0.25
0.225,0.775,0.889,0.8721374045801527,0.9121756487025948,0.8917073170731707,0.48000000000000015,0.01999999999999985,0.275
0.17500000000000002,0.825,0.889,0.8721374045801527,0.9121756487025948,0.8917073170731707,0.48000000000000015,0.01999999999999985,0.32499999999999996
0.2,0.8,0.889,0.8721374045801527,0.9121756487025948,0.8917073170731707,0.47500000000000014,0.024999999999999856,0.3
0.125,0.875,0.888,0.8649155722326454,0.9201596806387226,0.8916827852998066,0.47000000000000014,0.02999999999999986,0.375
0.17500000000000002,0.825,0.887,0.8579335793357934,0.9281437125748503,0.8916586768935763,0.4550000000000001,0.04499999999999987,0.32499999999999996
0.17500000000000002,0.825,0.894,0.9140461215932913,0.8702594810379242,0.8916155419222904,0.5300000000000002,0.03000000000000025,0.32499999999999996
0.17500000000000002,0.825,0.889,0.8735632183908046,0.9101796407185628,0.8914956011730205,0.48500000000000015,0.014999999999999847,0.32499999999999996
0.25,0.75,0.889,0.8735632183908046,0.9101796407185628,0.8914956011730205,0.48000000000000015,0.01999999999999985,0.25
0.275,0.725,0.888,0.8662900188323918,0.9181636726546906,0.8914728682170543,0.47000000000000014,0.02999999999999986,0.22499999999999998
0.275,0.725,0.893,0.9070247933884298,0.8762475049900199,0.8913705583756345,0.5150000000000001,0.015000000000000124,0.22499999999999998
0.225,0.775,0.893,0.9070247933884298,0.8762475049900199,0.8913705583756345,0.5200000000000002,0.02000000000000024,0.275
0.15000000000000002,0.85,0.893,0.9070247933884298,0.8762475049900199,0.8913705583756345,0.5250000000000001,0.025000000000000133,0.35
0.17500000000000002,0.825,0.888,0.8676748582230623,0.9161676646706587,0.8912621359223301,0.47000000000000014,0.02999999999999986,0.32499999999999996
0.2,0.8,0.894,0.9175475687103594,0.8662674650698603,0.891170431211499,0.5300000000000002,0.03000000000000025,0.3
0.25,0.75,0.893,0.9087136929460581,0.874251497005988,0.8911495422177009,0.5200000000000002,0.02000000000000024,0.25
0.15000000000000002,0.85,0.891,0.892,0.8902195608782435,0.8911088911088911,0.5050000000000001,0.0050000000000001155,0.35
0.275,0.725,0.887,0.8619402985074627,0.9221556886227545,0.8910318225650916,0.46500000000000014,0.034999999999999865,0.22499999999999998
0.225,0.775,0.893,0.9104166666666667,0.872255489021956,0.890927624872579,0.5250000000000001,0.025000000000000133,0.275
0.17500000000000002,0.825,0.887,0.8632958801498127,0.9201596806387226,0.8908212560386474,0.46500000000000014,0.034999999999999865,0.32499999999999996
